bugId,effectiveness,text,keywords
124415,1,browser caus blank white box osx swt app emb browser widget tab folder view form bottom stack layout composit sit atop tabl browser caus larg blank white box top app browser disabl white box top app don mac produc problem mac user report problem swt app doesn problem gtk win hope easili replic osx browser creat stack layout thing top swt,browser widget view composit sit browser blank box top
124591,1,scroll composit comput size return wrong show scroll bar true swt call comput size scroll composit show scroll bar flag set true space scroll bar ad scroll composit layout comput size scrollabl comput trim call composit comput size testcas result size report expect older version separ layout class return correct result import org eclips swt import org eclips swt custom import org eclips swt graphic import org eclips swt layout import org eclips swt widget public class scroll composit size test public static void main string arg displai displai displai shell shell shell displai shell set layout fill layout scroll composit sc scroll composit shell swt scroll swt scroll sc set show scroll bar true canva canva sc swt public point comput size int hint int hint boolean return point set background displai system color swt color red set size comput size swt default swt default sc set content system println sc comput size swt default swt default shell pack shell open shell dispos displai read dispatch displai sleep displai dispos,scroll composit size test string shell shell shell shell scroll composit sc scroll composit shell scroll scroll sc show scroll bar canva canva sc comput size hint hint boolean size comput size default default sc content println sc comput size default default shell shell shell
124836,1,label shorten text forev long text label shorten text forev long text test open java editor add long line red squiggl select line move caret left caus statu line updat long text,label shorten text shorten text forev test open move left caus statu line updat long text
125255,1,checkbox tree select make checkbox hard build edit launch config plugin tab select choos plug select item toggl checkbox hard due low contrast select checkbox black dark blue window standard set win,tree select make checkbox select item hard low select checkbox dark window set win
125499,2,pixel corrupt set select call swt set data debug errat behavior scroll debug variabl view label view incomplet letter scroll doesn work releas mous stop roll button mous view jump previou locat difficult explain don reproduc step errat unpredicat didn behavior previou integr build,pixel set select call swt set data scroll view scroll releas mous view previou
125621,1,virtual tree return null item multi select branch build debug simpl test case program argument public class test public static void main string arg int int int length system println put breakpoint line variabl view expand local variabl arg select item arg arrai item arrai displai detail pane unknown fact select arrai item unknown detail pane select item arrai,virtual tree item multi select debug string select item displai select item item
125656,1,eclips freez dismiss popup window quick fix spell check cs professor program teach java ve bbedit javac develop mac unix learn eclips simpl world find eclips stop respond finder forc eclips mac osx occur edit sourc code todai ve junit tutori download internet cut past code browser window code simpl gener work applic stop respond applic ll back bbedit javac,eclips freez window check eclips find eclips forc eclips code internet cut window code simpl applic applic
125725,1,mistak form layout layout composit boolean found minor code mistak form layout layout composit boolean method int width math max rect width margin left margin width margin int height math max rect height margin left margin height margin bottom height line subtract margin left subtract margin top,mistak form layout composit minor mistak layout composit boolean method margin height math max margin left margin bottom height subtract margin
125812,5,imag devic imag swt imag copi work expect window eclips jdk creat imag imag devic imag swt imag copi work expect code highlight part imag imag data set imag canva imag mirror diagon mirror vertic horizont behaviour snippet window window xp window xp imag mirror diagon highlight box imag correct posit window imag mirror diagon imag highlight set alpha set alpha draw opaqu highlight box snippet work linux ubuntu linux ver begin code protect void highlight imag imag map descriptor descriptor imag imag activ imag resourc imag page png imag imag copi imag imag devic imag swt imag copi draw highlight rectangl gc gc gc imag copi gc set alpha gc set background color gc devic gc fill rectangl descriptor bound imag data imag data imag data imag copi imag data dispos imag copi dispos gc dispos imag canva set imag data imag data end code,imag devic imag swt imag copi expect
125849,1,wrong color gradient pattern code show window fill gradient light blue white swt build show gradient orang tint center don submit code patch fix eclips workspac patch org eclips swt index eclips swt win org eclips swt graphic pattern java rc file home eclips org eclips swt eclips swt win org eclips swt graphic pattern java retriev revis diff pattern java eclips swt win org eclips swt graphic pattern java jul eclips swt win org eclips swt graphic pattern java jan int int alpha ff alpha ff int int color ref ff color ref ff int int color ref ff color ref ff int int color ref ff color ref ff int int color ref ff color ref ff int mid color gdip color gdip linear gradient brush set interpol color handl int fore color mid color back color float gdip color delet mid color import org eclips swt swt import org eclips swt event paint event import org eclips swt event paint listen import org eclips swt graphic color import org eclips swt graphic pattern import org eclips swt layout fill layout import org eclips swt widget canva import org eclips swt widget control import org eclips swt widget displai import org eclips swt widget shell public class gradient pattern test public static void main string arg shell shell canva canva displai displai displai displai default shell shell displai shell set layout fill layout canva canva shell swt canva add paint listen paint listen public void paint control paint event pattern pattern color color gc set background displai system color swt color white gc fill rectangl control widget size control widget size color color displai pattern pattern displai control widget size color displai system color swt color white gc set background pattern pattern gc fill rectangl control widget size control widget size pattern dispos color dispos shell open shell dispos displai read dispatch displai sleep,color gradient pattern
125866,1,parent index check tabl item tabl item check result parent index valid set imag call method check valid method bound int imag bound int redraw int bad becaus theori index return function increment index return call os ve bound int return bound column header osx occas guess due don osx test report user swt build,method bound imag bound redraw index return function index return call os
126299,1,clear gtk virtual tree forget tree item object creat attach snippet repeatedli call clear tree print length item arrai tree instanc appar exist tree item object forgotten creat call clear caus callback confirm put breakpoint constructor tree item main part snippet int tree clear true displai read dispatch system println item length object field tree length print item length item length item length item length item length item length expect length arrai remain constant tree item object creat call clear,gtk virtual tree forget tree item creat snippet call tree print length item tree instanc exist tree item forgotten creat call callback
126818,1,horizont scroll bar size tabl content snippet demonstr problem run snippet size window horizont vertic scrollbar select fill menu vertic scrollbar refresh correctli horizont retain previou size verifi behaviour window xp pocket pc cheer eddi import org eclips swt import org eclips swt event select adapt import org eclips swt event select event import org eclips swt layout grid data import org eclips swt layout grid layout import org eclips swt widget public class world privat tabl dir public void main displai displai displai shell shell shell displai grid layout grid layout grid layout shell set layout grid layout grid data grid data grid data grid data fill shell set layout data grid data dir tabl shell swt border swt scroll swt scroll grid data grid data grid data fill dir set layout data grid data int ii ii ii tabl item item tabl item dir item set text long item fill width tabl make wide inde menu mb menu shell swt bar shell set menu bar mb menu item file item menu item mb swt cascad file item set text fill menu file menu menu shell swt drop file item set menu file menu menu item exit item menu item file menu swt push exit item set text exit item add select listen select adapt public void widget select select event refil tabl shell open shell dispos displai read dispatch displai sleep displai dispos public void refil tabl dir remov int ii ii ii tabl item item tabl item dir item set text tini item public static void main string arg world snippet world snippet main,window window swt swt select select swt eclips data data item width inde item item set swt item menu item set text item select dispos displai dispos remov ii tabl item text tini item string
126864,1,regress drop target incorrect dnd cursor swt win uncoop drop target accept kind transfer expect result attempt drag object shell drop cursor visibl veto sign result cursor copi link depend drag sourc problem limit empti transfer list drop target accept file transfer veto cursor piec text drag bug reproduc earlier import org eclips swt dnd import org eclips swt widget public class drop test public static void main string arg displai displai displai shell shell shell displai drop target target drop target shell dnd drop default dnd drop copi target set transfer transfer shell set size shell open shell dispos displai read dispatch displai sleep displai dispos,target incorrect dnd win accept transfer object shell drop result drag transfer transfer cursor piec eclips swt dnd import eclips swt test arg shell drop dnd drop set transfer transfer open dispos read dispatch dispos
126995,1,aioob tree thread main java lang arrai index bound org eclips swt widget tree set item count tree java org eclips swt widget tree set item count tree java veronika newsgroup main newsgroup java public static void main string arg final displai displai displai final shell shell shell displai shell set layout fill layout final tree tree tree shell swt virtual swt border tree set item count shell set size shell open int final tree item item tree item displai async exec runnabl public void run tree item parent item item parent item string text null parent item null text node tree index item els text parent item text parent item index item item set text text shell dispos displai read dispatch displai sleep displai dispos,thread java arrai index bound widget count tree swt widget tree set count final shell shell tree virtual set item count shell size tree item displai tree text index item text parent parent index item item set dispos displai displai sleep displai
126996,1,async exec set text virtual tree run item tree don move mous cell data proc fire async set text public static void main string arg final displai displai displai final shell shell shell displai shell set layout fill layout final tree tree tree shell swt virtual swt border tree add listen swt set data listen public void handl event event event final tree item item tree item event item displai async exec runnabl public void run tree item parent item item parent item string text null parent item null text node tree index item els text parent item text parent item index item item set text text tree set item count shell set size shell open shell dispos displai read dispatch displai sleep displai dispos,async text virtual tree tree cell data proc set text string tree swt tree add swt set handl tree text parent text tree index parent text parent index set text tree set count set dispos dispatch
127095,1,npe dispos column memori view user number column tabl dispos column recreat npe reformat java lang null pointer org eclips swt widget tabl item remov column tabl item java org eclips swt widget tabl destroi item tabl java org eclips swt widget tabl column dispos tabl column java org eclips swt widget tabl column dispos tabl column java org eclips debug intern ui view memori render async virtual content tabl viewer dispos column async virtual content tabl viewer java org eclips debug intern ui view memori render abstract async tabl render format viewer abstract async tabl render java org eclips debug intern ui view memori render abstract async tabl render format abstract async tabl render java org eclips debug intern ui view memori render format tabl render action run format tabl render action java org eclips jface action action run event action java org eclips jface action action contribut item handl widget select action contribut item java org eclips jface action action contribut item access action contribut item java org eclips jface action action contribut item handl event action contribut item java org eclips swt widget event tabl send event event tabl java org eclips swt widget widget send event widget java org eclips swt widget displai run defer event displai java org eclips swt widget displai read dispatch displai java org eclips ui intern workbench run event loop workbench java org eclips ui intern workbench run ui workbench java org eclips ui intern workbench creat run workbench workbench java org eclips ui platform ui creat run workbench platform ui java org eclips ui intern id id applic run id applic java org eclips core intern runtim platform activ run platform activ java org eclips core runtim intern adaptor eclips app launcher run applic eclips app launcher java org eclips core runtim intern adaptor eclips app launcher start eclips app launcher java org eclips core runtim adaptor eclips starter run eclips starter java org eclips core runtim adaptor eclips starter run eclips starter java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java org eclips core launcher main invok framework main java org eclips core launcher main basic run main java org eclips core launcher main run main java org eclips core launcher main main main java,dispos column
127168,1,spinner gener bogu modifi text event spinner class gener lot modifi text event window xp event gener spinner widget lose focu eclips window lose focu app activ snippet stack trace class modifi text modifi event event spinner set select int boolean boolean boolean line spinner wm kill focu int int int line,class modifi text modifi event event spinner set boolean boolean boolean line spinner wm focu line
127266,1,text caret locat gtk style swt singl gtk swt hardcod return point swt singl style bit turn requir platform specif code work gtk point str size event gc text extent text text text caret posit event gc draw line str size str size str size els point str loc text caret locat int height text line height event gc draw line str loc str loc str loc str loc height platform specif work requir text widget applic code remain consist win version,text caret locat gtk swt
127373,2,hyperlink cover tabl widget receiv link activ event doubl click tabl hyperlink widget activ wrongli doubl click tabl select dialog wich cover hyperlink behaviour easili reproduc plugin xml editor page choos brows button move upcom dialog hyperlink widget doubl click element dialog tabl underli hyperlink activ,hyperlink cover link event hyperlink wrongli tabl select dialog wich cover editor page upcom widget element tabl activ
127469,1,gc advanc alpha clip case alpha blend enabl text layout honor clip rect set offscreen gc disabl alpha blend diabl advanc render work properli,alpha enabl text honor clip rect alpha diabl render
127716,4,gc draw point call aren affect transform gc set transform call draw point won affect transform easili test swt snippet test case bug window,draw point call aren affect set transform call draw point affect transform case window
127734,8,open launch config dialog click run arrow open launch config dialog unhandl event loop eclips build id java version java vendor sun microsystem boot loader constant os solari arch sparc ws motif nl en ca command line argument os solari ws motif arch sparc data opt user pwebster workspac test java lang arrai index bound org eclips swt widget tree redraw item tree java org eclips swt widget tree redraw item tree java org eclips swt widget tree deselect tree java org eclips debug intern ui launch configur launch configur dialog refresh filter label launch configur dialog java org eclips debug intern ui launch configur launch configur dialog creat launch configur select area launch configur dialog java org eclips debug intern ui launch configur launch configur dialog add content launch configur dialog java org eclips debug intern ui launch configur launch configur dialog creat dialog area launch configur dialog java org eclips jface dialog titl area dialog creat content titl area dialog java org eclips debug intern ui launch configur launch configur dialog creat content launch configur dialog java org eclips jface window window creat window java org eclips jface dialog dialog creat dialog java org eclips debug intern ui launch configur launch configur dialog creat launch configur dialog java org eclips jface window window open window java org eclips debug intern ui launch configur launch configur dialog open launch configur dialog java org eclips debug ui debug ui tool run debug ui tool java org eclips swt custom busi show busi java org eclips debug ui debug ui tool open launch configur dialog group debug ui tool java org eclips debug ui debug ui tool open launch configur dialog group debug ui tool java org eclips debug ui action open launch dialog action run open launch dialog action java org eclips jface action action run event action java org eclips jface action action contribut item handl widget select action contribut item java org eclips jface action action contribut item access action contribut item java org eclips jface action action contribut item handl event action contribut item java org eclips swt widget event tabl send event event tabl java org eclips swt widget widget send event widget java org eclips swt widget displai run defer event displai java org eclips swt widget displai read dispatch displai java org eclips ui intern workbench run event loop workbench java org eclips ui intern workbench run ui workbench java org eclips ui intern workbench creat run workbench workbench java org eclips ui platform ui creat run workbench platform ui java org eclips ui intern id id applic run id applic java org eclips core intern runtim platform activ run platform activ java org eclips core runtim intern adaptor eclips app launcher run applic eclips app launcher java org eclips core runtim intern adaptor eclips app launcher start eclips app launcher java org eclips core runtim adaptor eclips starter run eclips starter java org eclips core runtim adaptor eclips starter run eclips starter java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java org eclips core launcher main invok framework main java org eclips core launcher main basic run main java org eclips core launcher main run main java org eclips core launcher main main main java,arrow unhandl event build id boot loader constant arch en command line argument solari arch sparc user arrai index bound swt widget tree redraw item tree java widget tree redraw item tree widget tree deselect tree launch configur refresh label configur select area configur eclips debug add launch creat dialog area java jface area content titl area eclips debug ui launch configur creat content launch dialog java jface creat eclips jface creat ui configur launch dialog launch dialog tool debug tool java eclips swt show debug tool open configur tool debug tool open launch configur group tool launch action open java event action jface item handl select item jface action item access item jface action item handl event action item widget event tabl send event eclips swt send event swt widget run defer event swt widget dispatch displai loop eclips creat creat id id core core adaptor core adaptor start app launcher core run starter java nativ method impl method accessor impl java accessor accessor core launcher core launcher run core core
127751,1,virtual tabl paint snippet feb build run snippet press add item button messag item time ms shown tabl content,virtual tabl paint snippet run add messag item shown
127755,2,npe tree call paint event handler inspect debugg note inspect popup variabl view virtual tree eclips build id java version java vendor appl comput boot loader constant os macosx arch ppc ws carbon nl en framework argument keyr user kevinbarn eclips keyr showloc command line argument os macosx ws carbon arch ppc keyr user kevinbarn eclips keyr consol log showloc java lang null pointer org eclips swt widget tree call paint event handler tree java org eclips swt widget widget event control draw widget java org eclips swt widget widget control proc widget java org eclips swt widget displai control proc displai java org eclips swt intern carbon os receiv event nativ method org eclips swt widget displai read dispatch displai java org eclips ui intern workbench run event loop workbench java org eclips ui intern workbench run ui workbench java org eclips ui intern workbench creat run workbench workbench java org eclips ui platform ui creat run workbench platform ui java org eclips ui intern id id applic run id applic java org eclips core intern runtim platform activ run platform activ java org eclips core runtim intern adaptor eclips app launcher run applic eclips app launcher java org eclips core runtim intern adaptor eclips app launcher start eclips app launcher java org eclips core runtim adaptor eclips starter run eclips starter java org eclips core runtim adaptor eclips starter run eclips starter java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java org eclips core launcher main invok framework main java org eclips core launcher main basic run main java org eclips core launcher main run main java org eclips core launcher main main main java,tree call paint handler variabl view virtual tree build id version java appl comput boot loader os arch ws carbon argument kevinbarn keyr line argument carbon arch keyr kevinbarn pointer widget tree handler tree eclips swt draw widget eclips widget proc java widget proc carbon os receiv swt widget dispatch displai eclips ui intern loop java eclips java eclips ui creat eclips platform creat platform id applic id eclips intern run eclips intern eclips applic adaptor app start eclips core adaptor starter eclips starter java eclips core adaptor nativ accessor impl method accessor nativ impl deleg accessor java method java core eclips core
127776,1,control scale lose background imag feb build run control slider scale tab check background imag checkbox widget background imag uncheck background imag checkbox note scale widget lose background imag attempt damag window make background imag click,scale lose control scale check background background note widget window background
127813,1,combo comput size return incorrect hint hint combo comput size behavior inconsist widget hint hint overrid intern widget comput size public static void main string arg displai displai displai shell shell shell displai combo combo combo shell swt wrap combo add text longer width hint system println ccombo computes default combo comput size swt default swt default system println ccombo computes combo comput size swt default shell open shell dispos displai read dispatch displai sleep displai dispos ccombo computes default point ccombo computes point width height hint inwhich combo implement inconsist widget combo text tabl case hint return larg,comput combo comput size hint hint size displai displai shell shell displai combo combo wrap combo longer hint println ccombo computes default swt system ccombo comput shell dispos displai read dispatch sleep ccombo computes point height inwhich combo implement combo text hint
127821,8,control crash set background imag separ label feb build run control label tab check background imag checkbox check swt separ checkbox crash control unexpect detect nativ code vm unexpect signal occur pc aa function xt widget applic context librari usr lib lib xt java thread org eclips swt intern motif os xt translat coord nativ method org eclips swt intern motif os xt translat coord os java org eclips swt widget label redraw widget label java org eclips swt widget control set bound control java org eclips swt widget label set bound label java org eclips swt widget control set bound control java org eclips swt layout grid layout layout grid layout java org eclips swt layout grid layout layout grid layout java org eclips swt widget composit updat layout composit java org eclips swt widget composit set bound composit java org eclips swt widget control set bound control java org eclips swt layout grid layout layout grid layout java org eclips swt layout grid layout layout grid layout java org eclips swt widget composit updat layout composit java org eclips swt widget composit layout composit java org eclips swt controlexampl tab set widget size tab java org eclips swt controlexampl tab set widget state tab java org eclips swt controlexampl align tab set widget state align tab java org eclips swt controlexampl label tab set widget state label tab java org eclips swt controlexampl tab recreat widget tab java org eclips swt controlexampl tab widget select tab java org eclips swt widget type listen handl event type listen java org eclips swt widget event tabl send event event tabl java org eclips swt widget widget send event widget java org eclips swt widget displai run defer event displai java org eclips swt widget displai read dispatch displai java org eclips swt controlexampl control main control java dynam librari dc ee xp lib libnsl ee rwxp lib libnsl xp usr lib lib xtst rwxp usr lib lib xtst xp usr lib lib xt dc rwxp usr lib lib xt xp lib ld xp lib ld rwxp lib ld cf xp lib tl libc xp lib tl libc rwxp lib tl libc fa xp lib tl libm rwxp lib tl libm xp lib libdl rwxp lib libdl fa xp usr lib lib fa fe rwxp usr lib lib xp usr lib lib xext rwxp usr lib lib xext xp lib tl libpthread rwxp lib tl libpthread xp usr lib lib ic rwxp usr lib lib ic xp usr lib lib sm rwxp usr lib lib sm xp usr lib lib xrender rwxp usr lib lib xrender xp usr lib lib xcursor rwxp usr lib lib xcursor xp opt jre bin java rwxp opt jre bin java ab ab xp usr lib local lib common ximcp ab ab rwxp usr lib local lib common ximcp ab ab xp usr lib lib xp ab ab rwxp usr lib lib xp ab ab xp usr lib local lib common xlc def ab ab rwxp usr lib local lib common xlc def ab aba xp opt motif eclips lib xm aba aba rwxp opt motif eclips lib xm aba aba xp opt motif eclips workspac org eclips swt motif linux libswt motif aba aba rwxp opt motif eclips workspac org eclips swt motif linux libswt motif aba abb xs opt jre lib ext localedata jar abb abb xs opt jre lib ext sunjc jar abd abd xp lib libnss file abd abd rwxp lib libnss file abd abd xs opt jre lib ext dnsn jar abd abd xs opt jre lib ext ldapsec jar xs opt jre lib charset jar xs opt jre lib jce jar xs opt jre lib jsse jar xs opt jre lib sunrsasign jar ae xs opt jre lib rt jar xp opt jre lib libzip rwxp opt jre lib libzip ab xp opt jre lib libjava ab ab rwxp opt jre lib libjava ab ac xp opt jre lib libverifi ac ac rwxp opt jre lib libverifi ac ad xp opt jre lib nativ thread libhpi ad ad rwxp opt jre lib nativ thread libhpi ad dec xp opt jre lib client libjvm dec fd rwxp opt jre lib client libjvm local time tue feb elaps time detect nativ code vm java vm java hot spot tm client vm mix mode error report file save hs err pid log pleas refer file inform,control imag separ label
127827,5,implement background imag tabl tree,implement background tree
127848,10,custom control label background imag,control background
127902,1,focu stuck expandbar run snippet focu item header tab focu spinner tab focu header stuck thing wiindow tab item header widget insid,stuck expandbar run snippet item header tab focu spinner tab focu header header
127960,2,nativ crash swt brower java script close window,nativ java script close window
127971,1,remov caret focu handler swt win run test case canva left initi focu click button make canva lose focu caret remov focu lost handler won note awar caret automat hidden focu lost snippet intention complet remov import org eclips swt import org eclips swt layout import org eclips swt widget public class caret test public static void main string arg displai displai displai shell shell shell displai shell set layout fill layout final canva canva canva shell swt final caret caret caret canva swt caret set bound canva add listen swt kei listen public void handl event event canva add listen swt focu listen public void handl event event system println canva lost focu canva set caret null caret dispos button shell swt push set text button shell set size shell open shell dispos displai read dispatch displai sleep displai dispos,swt win run test canva left initi focu click button make canva focu caret focu lost note awar caret automat hidden focu lost complet
128200,1,text layout transform gc text layout transform set gc code doesn work protect void paint paint event gc gc gc gc set advanc true system println advanc gc advanc transform transform transform displai transform translat gc set transform transform text layout set width client area width int text layout set text dirk baeumer text layout draw gc transform translat gc set transform transform transform dispos gc set advanc fals text drawn posit,text layout text code work gc advanc layout width text layout baeumer text draw translat dispos advanc fals posit
128244,1,tabl row overdraw tabl header scroll task view row began overdraw header stop scroll direct longer reproduc header remain cheesi screencap forthcom,stop scroll direct header
128267,1,longer captur screen gc displai regress gc gc gc displai imag imag imag displai shell size shell size gc copi area imag shell locat shell locat copi content screen imag work window mac rememb recent mac improv perform creat gc displai regress confirm work ben,shell size shell size area shell shell content screen window
128273,1,tabl cursor work properli linux gtk tabl cursor move correctli navig arrow kei behavior virtual tabl virtual tabl case work expect virtual tabl arrow kei move cursor cursor end page push button tabl start scroll top row cursor remain cell push button cursor back suppos jump cell expect cursor behav window bottom move tabl scroll cursor move cell virtual tabl virtual tabl press kei end page cursor disappear press kei tabl reload page data cursor move top screen testcas public class test tabl bug privat static tabl column column privat static tabl column column privat static tabl column column public static void main string arg displai displai displai shell shell shell displai shell set layout grid layout final tabl tabl tabl shell swt border swt multi swt virtual swt scroll final tabl cursor cursor tabl cursor tabl swt tabl set layout data grid data grid data fill column tabl column tabl swt column set text column tabl column tabl swt column set text column tabl column tabl swt column set text int tabl item item tabl item tabl swt item set text string cell cell cell effect linux gtk column pack column pack column pack button action button shell swt push action set text pack column action add select listen select listen public void widget select select event effect linux gtk column pack column pack column pack public void widget default select select event shell open shell dispos displai read dispatch displai sleep displai dispos,virtual tabl move cursor
128378,1,tree item tabl item constructor state precondit index,item item state index
128400,1,class st misus javadoc comment categori header class org eclips swt custom st misus javadoc comment categori header gener javadoc strang appar random constant javadoc constant javadoc javadoc convert back javadoc comment,class st class st constant constant
128408,1,jpeg quantiz tabl precis neg dqt neg depend sampl precis bug precis jpeg quantiz tabl load sign byte precis unsign load expect bug dramat effect hasn notic becaus default tabl coupl larger fix public int quantiz tabl qk refer qk refer ff,qk refer qk refer ff
128451,1,error control editor eclips compil addit warn turn point editor null check control editor line becaus fail meant editor null preced resiz fire resiz callback client opportun set editor null editor,control editor
128476,1,regress tree column reset horizont scroll bar swt win width tree column increas decreas programmat drag horizont scroll bar tree adjust reflect recent regress import org eclips swt import org eclips swt layout import org eclips swt widget public class tree column scroll bar test public static void main string arg displai displai displai shell shell shell displai shell set layout fill layout tree tree tree shell swt tree set header visibl true tree column col tree column tree swt left col set text column col set width col set width shell set size shell open shell dispos displai read dispatch displai sleep displai dispos,win width tree column programmat drag scroll bar adjust eclips import swt import widget class column scroll test string displai tree tree swt tree header visibl col swt left text column set width set size open dispos read displai dispos
128719,4,style text lot chees displai japanees chines wether issu style text problem render japanes chines reproduc attach imag ben,style
128750,9,error occur delet text style text,error delet style text
128804,5,set callback high contrast turn set callback high contrast mode turn turn step run class attach high contrast mode callback print consol back print consol,set callback contrast set high contrast callback
128845,5,expand bar widget paint control,bar widget paint
128891,1,expand item work win ce error messag win mobil steve worri expand bar item great win ce unsatisfi link error system paramet info java lang unsatisfi link error system paramet info org eclips swt intern win os system paramet info org eclips swt widget expand item draw item org eclips swt widget expand bar wm paint org eclips swt widget control window proc org eclips swt widget displai window proc org eclips swt widget decor set visibl org eclips swt widget shell set visibl org eclips swt widget shell open mc main main,expand work win win expand unsatisfi paramet info java system paramet info swt intern os system paramet info eclips widget expand item draw eclips swt expand bar eclips swt window proc swt widget shell set swt widget shell
129054,1,text widget verifi listen caus charact insert backward small program text widget verifi listen replac charact enter newer mileston linux caus backward piec code trigger bug ll attach program thought add verifi listen verifi listen public void verifi text verifi event charact doit fals els text str char count str length count increment,add verifi verifi verifi text verifi text str char str length increment
129126,1,verifi listen ad org eclips swt widget text string index bound occur undo oper verifi listen ad org eclips swt widget text string index bound occur undo oper java lang string index bound string index rang java lang string init string java org eclips swt intern win tchar string tchar java org eclips swt widget text wm clipboard text java org eclips swt widget text window proc text java text process rang select previou state undo gener length start end tchar buffer tchar code page length os window text handl buffer length text buffer string start end start els text int start int end int os send messag handl os em getsel start end length start end tchar buffer tchar code page length os window text handl buffer length text buffer string start end start els text,verifi listen ad eclips swt text string index bound occur undo oper
129347,1,tree clear flash redraw tree tabl clear doesn win xp tree flash clear call tabl doesn fix full redraw flash virtual tree public static void main string arg final displai displai displai final shell shell shell displai shell set layout fill layout final tabl tabl tabl shell swt virtual swt border swt multi swt full select tabl column tabl swt left set width tabl column tabl swt left set width tabl set line visibl true tabl set header visibl true tabl add listen swt set data listen public void handl event event event tabl item item tabl item event item string text null text node tabl index item item set text text tabl set item count final tree tree tree shell swt virtual swt border swt multi swt full select tree column tree swt left set width tree column tree swt left set width tree set header visibl true tree set line visibl true tree add listen swt set data listen public void handl event event event tree item item tree item event item tree item parent item item parent item string text null parent item null text node tree index item els text parent item text parent item index item item set text text tree set item count final int timer delai final runnabl runnabl public void run system err println clear tabl clear tree clear true tabl item item tabl item int item length item set expand true system err println select tree select count displai timer exec timer delai displai timer exec timer delai shell set size shell open shell dispos displai read dispatch displai sleep displai dispos,clear tree win flash fix full virtual string arg final displai final shell set layout fill final tabl swt virtual swt full select left width column left width set line visibl set header tabl swt listen event event event item item event item string text node item text item tree shell virtual swt full select tree swt set width tree column tree swt left set width set header set line visibl tree swt set data handl tree item item event tree item parent item string text parent text index text parent text parent item item text count timer runnabl clear tree item item item item set println select tree displai timer exec delai timer timer size open dispos read dispos
129495,1,tabl tabl column pack longer tabl item font snippet put tabl item content bold font requir bit space font pack tabl column snippet work public class main public static void main string arg displai displai displai shell shell shell displai shell set layout fill layout font data def displai system font font data tabl tabl shell swt set header visibl true tabl column col tabl column swt col set text tabl item item tabl item swt item set text world item set font font displai def def height swt bold col pack shell open shell dispos displai read dispatch displai sleep block releas hope run workaround set bold font tabl show tabl column bold ben,column longer tabl font font bit space snippet string displai displai shell shell displai data def system font swt header visibl column swt item displai def def height swt open dispos displai read displai sleep hope font column
129501,2,tree full select doesn redraw item background select color,tree full select redraw select
129535,8,grid data grid layout show abnorm layout file plug develop target wizard enter accept default finish file open form base editor page editor observ environ section properli align note run exact pde code swt restor good layout grid layout grid data recent break,enter page note code break
129564,1,style text render tab space wide style text render tab space wide latest build indent space don align indent tab font lucida consol regular screenshot work expect notepad,lucida regular
129609,1,browser unabl enter text textarea enter modifi copi past text insid textarea browser widget os true,browser unabl text enter textarea browser widget os
129732,4,java doc api set background imag mention pattern good mention background imag set set background imag appli pattern fit control size ben,api set background imag set background control
129745,1,tree displai select line wrong color sun sdk swt eclips tree select multipl row blue color press control button tree lose focu row paint grai color add row select press ctrl mous kei tree select row newli select row repaint green row remain grai org eclips equinox common jar org eclips jface jar org eclips swt jar org eclips swt win win jar org eclips core command jar attach import org eclips jface viewer structur content import org eclips jface viewer tree content import org eclips jface viewer viewer public class test tree implement tree content structur content integ level integ string level string public object element object input element return level public object children object parent element parent element instanceof integ return level els return null public object parent object element return null public boolean children object element return element instanceof integ public void dispos public void input viewer object object import org eclips jface viewer tree viewer import org eclips swt swt import org eclips swt layout fill layout import org eclips swt widget button import org eclips swt widget displai import org eclips swt widget shell public class test public static void main string arg displai displai displai shell shell shell displai shell set layout fill layout tree viewer tv tree viewer shell swt border swt multi swt full select swt virtual test tree ttp test tree tv set content ttp tv set input button button shell swt push set text simpli press shell pack shell set size shell open shell dispos displai read dispatch displai sleep displai dispos,tree color tree focu color win win import import level input object level els parent return boolean return instanceof jface layout layout class string displai shell displai layout layout tree tv shell border multi full test tv content tv set input button set text shell dispos read displai
129833,1,tree repaint swt cv win redrawn item redrawn item timer set item count call set data handler scroll left repaint properli public static void main string arg final displai displai displai final shell shell shell displai shell set layout fill layout final tree tree tree shell swt scroll swt scroll swt virtual swt border swt multi swt full select final int column int column tree column tree swt left set width tree set header visibl true tree set line visibl true tree add listen swt set data listen public void handl event event event tree item item tree item event item tree tree tree event widget string text int column item text equal text item set text text int index tree index item index index system err println set count item set item count tree set item count final int timer delai final runnabl runnabl public void run tree item item tree item int item length item set item count tree clear true displai timer exec timer delai shell set size shell open shell dispos displai read dispatch displai sleep displai dispos,tree swt win redrawn item redrawn item set item count call set data
